_id,id,name,description,flash_time,flash_yellow,operation_type,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
311,168825978,TS407,Homewood Ave - Thomas Blvd,24 Hr stop and go,THOMAS BLVD,Fixed,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45093267,-79.90008923
312,661451491,TS408,Horace - Liberty Brg - Ramp B,24 Hr stop and go,LIBERTY BRG,Fully Actuated,Central Business District,6,1,42003020100,6,1,2,1-4,40.43431951,-79.99578039
313,435587464,TS409,Independence St - Mccartney St - Wabash St,23:00-6:00,WABASH ST,Fixed,West End,2,20,42003562600,5,20,6,1-17,40.43606358,-80.03385549
314,717145004,TS410,Ingram Ave - Steuben St - Thornburg Brg - Woodmere Dr,24 Hr stop and go,STEUBEN ST,Fully Actuated,Fairywood,,28,42003563000,5,28,6,1-16,40.44056424,-80.08047407
315,1685422502,TS411,Interboro Ave - Mifflin Rd,24 Hr stop and go,MIFFLIN RD,Fully Actuated,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.36972011,-79.91292709
316,684604920,TS412,Kelly St - Lang Ave,24 Hr stop and go,KELLY ST,Fixed,Homewood South,9,13,42003130300,2,13,5,3-17,40.45604346,-79.89925916
317,1871687298,TS413,Kirkpatrick St - Webster Ave,24 Hr stop and go,WEBSTER AVE,Fixed,Middle Hill,6,5,42003050100,3,5,2,2-1,40.4473486,-79.97790305
318,252273851,TS414,Kirkpatrick St - Wylie Ave,24 Hr stop and go,KIRKPATRICK ST,Fixed,Middle Hill,6,5,42003050100,3,5,2,2-1,40.44593691,-79.97680155
319,2023651434,TS415,Centre Ave - Kirkwood St,00:00 - 06:00,CENTRE AVE,Semi Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.46122419,-79.92235772
320,169526237,TS416,Lacock St - Sandusky St,1:00-6:00,SANDUSKY ST,Fixed,North Shore,1,22,42003563200,6,22,1,1-20,40.44949491,-80.00256136
321,886187341,TS417,Lang Ave - Penn Ave,stop and go,PENN AVE,Fully Actuated,Point Breeze North,9,14,42003140500,3,14,4,3-14,40.45000592,-79.90376403
322,1904113130,TS419,Highland Dr - Washington Blvd,24 Hr stop and go,WASHINGTON BLVD,Fully Actuated,Highland Park,9,11,42003980100,2,11,5,3-12,40.47422407,-79.90827834
323,1361587711,TS42,Arch St - Ridge Ave,23:00 - 06:00,RIDGE AVE,Fully Actuated,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45199538,-80.00873435
324,32436915,TS420,Lemington Ave - Lincoln Ave,24 Hr stop and go,LINCOLN AVE,Fixed,Lincoln-Lemington-Belmar,9,12,42003561900,2,12,5,3-18,40.46875735,-79.89605025
325,298195580,TS422,Liberty Ave - Market St - 6th St,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,1,42003020100,6,1,2,1-3,40.44193148,-80.00179801
326,665159596,TS423,Liberty Ave - Millvale Ave,24 Hr stop and go,LIBERTY AVE,Fixed,Bloomfield,7,8,42003080400,2,8,5,3-6,40.4600116,-79.94596588
327,1827112239,TS424,Liberty Ave - Ninth St,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.4429442,-79.99797682
328,223715294,TS426,Liberty Ave - Pearl St,00:00 to 06:00,LIBERTY AVE,Fixed,Bloomfield,7,8,42003080200,2,8,5,3-6,40.46210054,-79.9498805
329,2135544262,TS427,Liberty Tunl - Saw Mill Run Blvd - W Liberty Ave,24 Hr stop and go,W LIBERTY AVE,Fully Actuated,Beltzhoover,3,18,42003562400,5,18,3,4-28,40.41420607,-80.00960013
330,1618769366,TS429,Liberty Ave - Seventh Ave,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44308356,-79.99732266
331,2007331390,TS43,Arlington Ave - Brownsville Rd - S 18th St,24 Hr stop and go,BROWNSVILLE RD,Fixed,Mount Oliver Borough,3,0,42003170600,0,0,3,Mt Oliver,40.41761027,-79.98645112
332,1317007354,TS430,Liberty Ave - 7th St - Sixth Ave,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44239214,-79.99998495
333,1115003096,TS431,Liberty Ave - 16th St,24 Hr stop and go,LIBERTY AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-3,40.44822892,-79.98689348
334,1300143665,TS432,Liberty Ave - Smithfield St,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44331783,-79.9965328
335,988626690,TS433,Liberty Ave -10th St - William Penn Pl,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44365812,-79.99524041
336,1300803184,TS434,Liberty Brg -  Liberty Tunl - P J Mcardle Rdwy,24 Hr stop and go,LIBERTY TUNL,Fully Actuated,Mount Washington,3,18,42003191400,5,18,3,4-27,40.42915463,-79.99927134
337,1109342238,TS435,Liberty Ave - 31st St,24 Hr stop and go,LIBERTY AVE,Fixed,Strip District,7,6,42003020300,6,6,2,3-2,40.45923037,-79.97068891
338,1186899788,TS437,Liberty Ave - 28th St,24 Hr stop and go,LIBERTY AVE,Fixed,Polish Hill,7,6,42003020300,6,6,2,2-25,40.45630182,-79.97495012
339,1286731887,TS438,Liberty Ave - 25th St,10:00 PM to 6:00 AM,LIBERTY AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-25,40.45338784,-79.97918628
340,666914042,TS439,Liberty Ave - 21st St,24 Hr stop and go,LIBERTY AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-3,40.45113576,-79.98246049
341,1781568461,TS44,Arlington Ave - Carson St,24 Hr stop and go,E CARSON ST,Fully Actuated,South Shore,3,17,42003980700,5,17,3,4-2,40.43095447,-80.00148792
342,1733775106,TS440,Liberty Ave - Wood St,24 Hr stop and go,LIBERTY AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44263291,-79.99915291
343,1714252530,TS441,Library Rd - McNeilly Rd,24 Hr stop and go,LIBRARY RD,Fully Actuated,Overbrook,4,32,42003320700,5,32,3,4-25,40.37788676,-80.00375674
344,1087175753,TS442,Library Rd - Saw Mill Run Blvd,24 Hr stop and go,SAW MILL RUN BLVD,Fixed,Overbrook,4,32,42003320700,5,32,3,4-25,40.38230847,-79.99595971
345,2085644210,TS443,Lilac St - Murray Ave,00:00 - 06:00,MURRAY AVE,Fixed,Greenfield,5,15,42003151700,3,15,4,2-15,40.42321465,-79.92865526
346,841555113,TS444,Lincoln Ave - Meadow St,24 Hr stop and go,LINCOLN AVE,Fixed,Larimer,9,12,42003120800,2,12,5,3-12,40.461064,-79.90979166
347,968857587,TS445,Lincoln Ave - Shetland St,0:00-7:00,LINCOLN AVE,Fixed,Larimer,9,12,42003120800,2,12,5,3-12,40.46160786,-79.90792535
348,1534140968,TS446,Linden Ave - Penn Ave,stop and go,PENN AVE,Fully Actuated,Point Breeze,8,14,42003140400,3,14,4,3-14,40.45263797,-79.9103836
349,1505834885,TS448,East Ohio St - Madison Ave,,,Actuated,East Allegheny,1,23,42003563200,1,23,1,1-5,40.45416882,-79.99683088
350,883537589,TS449,Main St - Penn Ave,24 Hr stop and go,PENN AVE,Fixed,Bloomfield,7,9,42003090300,2,9,5,3-6,40.46565955,-79.9551871
351,1656142287,TS45,Arlington Ave - P J Mcardle Rdwy,24 Hr stop and go,ARLINGTON AVE,Fully Actuated,South Side Slopes,3,18,42003170600,3,18,3,4-2,40.42899827,-79.99836422
352,1106146604,TS450,Main St - Sanctus St,23:00-6:00,,Fixed,West End,2,20,42003562600,5,20,6,1-17,40.44162188,-80.03291068
353,1328076333,TS451,Main St - Saw Mill Run Rd,24 Hr stop and go,SAW MILL RUN BLVD,Fixed,Duquesne Heights,2,20,42003191100,5,20,3,1-17,40.44326769,-80.02907269
354,1996254180,TS452,Main St - Wabash St,24 Hr stop and go,MAIN ST,Fixed,West End,2,20,42003562600,5,20,6,1-17,40.44092587,-80.03480807
355,1621194912,TS453,West End Brg - Western Ave Ramp,24 Hr stop and go,WESTERN AVE RAMP,Fully Actuated,Chateau,6,21,42003980600,1,21,1,1-8,40.4497931,-80.02494399
356,2117538567,TS455,Marshall Ave - Perrysville Ave,24 Hr stop and go,PERRYSVILLE AVE,Semi Actuated,Perry South,1,26,42003261500,1,26,1,1-23,40.47495788,-80.011252
357,330802691,TS456,Mathilda St - Penn Ave (OSM),24 Hr stop and go,PENN AVE,Semi Actuated,Central Lawrenceville,7,8,42003981000,2,8,5,3-6,40.46547443,-79.94644936
358,1214625585,TS457,Maytide St - Overbrook Blvd - Saw Mill Run Blvd,24 Hr stop and go,SAW MILL RUN BLVD,Fully Actuated,Overbrook,4,32,42003320400,5,32,3,4-25,40.38473459,-79.99501149
359,47255719,TS459,Merrimac St - Virginia Ave,24 Hr stop and go,MERRIMAC ST,Fixed,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43172284,-80.01370403
360,517078947,TS46,Arlington Ave - Warrington Ave,24 Hr stop and go,ARLINGTON AVE,Fully Actuated,Allentown,3,18,42003180300,5,18,3,4-6,40.42181615,-79.99232785
361,465375336,TS460,Midwood Ave - Saw Mill Run Blvd,01:00 - 05:00,SAW MILL RUN BLVD,Semi Actuated,Overbrook,4,32,42003320600,5,32,6,4-25,40.39299803,-79.99734748
362,664804940,TS462,Millvale Ave - Penn Ave,24 Hr stop and go,PENN AVE,Fixed,Bloomfield,7,8,42003080900,2,8,5,3-6,40.46530495,-79.94523453
363,1432346625,TS463,Monitor St - Shady Ave,23:00 - 06:00,SHADY AVE,Fixed,Squirrel Hill South,5,14,42003141400,3,14,4,2-15,40.42533368,-79.92388933
364,1792590032,TS464,Monterey St - North Ave,23:00-6:00,NORTH AVE,Fixed,Allegheny Center,1,22,42003562700,1,22,1,1-21,40.45434202,-80.01261199
365,477507792,TS467,Muriel St - S 10th St,03:00 - 06:00,S 10TH ST,Fixed,South Side Flats,3,17,42003170200,3,17,3,4-24,40.43003734,-79.98864621
366,717531239,TS468,Murray Ave - Northumberland St,00:00 - 06:00,MURRAY AVE,Fixed,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44142804,-79.92337385
367,1499185748,TS469,Murray Ave - Phillips Ave,,MURRAY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43236166,-79.92314513
368,240886970,TS47,Armstrong Tunl - Forbes Ave,23:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,6,1,2,2-4,40.43797868,-79.99205468
369,162779170,TS471,Negley Ave - Penn Ave,24 Hr stop and go,PENN AVE,Fully Actuated,Garfield,9,8,42003111400,2,8,5,3-8,40.46350122,-79.93067622
370,641314959,TS472,Negley Ave - Rippey St,00:00 - 06:00,N NEGLEY AVE,Semi Actuated,East Liberty,9,11,42003111400,2,11,5,3-8,40.46661886,-79.92880014
371,1222635389,TS473,Negley Ave - Rural St,00:00 - 06:00,N NEGLEY AVE,Semi Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.4656189,-79.92940372
372,960549217,TS474,Negley Ave - Stanton Ave,24 Hr stop and go,N NEGLEY AVE,Semi Actuated,East Liberty,9,11,42003111300,2,11,5,3-9,40.47152986,-79.92628023
373,545142627,TS475,Negley Ave - Walnut St,24 Hr stop and go,S NEGLEY AVE,Fixed,Shadyside,8,7,42003070300,2,7,4,3-11,40.4520698,-79.93098238
374,919923400,TS476,Negley Ave - Wilkins Ave,24 Hr stop and go,WILKINS AVE,Fixed,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44402986,-79.92601074
375,1015329897,TS477,Negley Run Blvd - Washington Blvd,24 Hr stop and go,WASHINGTON BLVD,Fully Actuated,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,3-12,40.47028904,-79.90862517
376,439802635,TS478,Neptune St - Wabash St,24 Hr stop and go,WABASH ST,Fixed / Ped Actuated,West End,2,20,42003562600,5,20,6,1-17,40.44020778,-80.03436282
377,1988880510,TS479,Ninth St - Penn Ave,24 Hr stop and go,PENN AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44375043,-79.99834871
378,1170469070,TS48,Armstrong Tunl - Second Ave - S 10th St,24 Hr stop and go,SECOND AVE,Fully Actuated,Bluff,6,1,42003010300,3,1,2,2-4,40.43448854,-79.98982211
379,713723195,TS480,Noblestown Rd - Poplar St,24 Hr stop and go,NOBLESTOWN RD,Fully Actuated,Westwood,,28,42003563100,5,28,6,1-19,40.42794621,-80.05377648
380,341538404,TS481,North Ave - Palo Alto St,23:00-6:00,NORTH AVE,Fixed,Central Northside,1,22,42003220600,1,22,1,1-21,40.45472516,-80.01059882
381,648684866,TS482,Northumberland St - Shady Ave,00:00 - 06:00,SHADY AVE,Fully Actuated,Squirrel Hill North,8,14,42003140300,3,14,4,2-18,40.44182297,-79.91990548
382,1849869181,TS483,Northumberland St - Wightman St,00:00 - 06:00,WIGHTMAN ST,Fixed,Squirrel Hill North,8,14,42003140100,3,14,4,2-8,40.44090939,-79.9277874
383,1527793865,TS487,Oliver Ave - Smithfield St,24 Hr stop and go,SMITHFIELD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.44080925,-79.99816309
384,1552058558,TS488,Oliver Ave - William Penn Pl,00:00 - 06:00,OLIVER AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-4,40.44045593,-79.9972259
385,1551451073,TS489,Oliver Ave - Wood St,24 Hr stop and go,WOOD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44145648,-79.99991917
386,649032132,TS49,Atlantic Ave - Baum Blvd - Liberty Ave,24 Hr stop and go,,Fully Actuated,Bloomfield,7,8,42003080600,2,8,5,3-23,40.45663481,-79.93964302
387,1708291684,TS490,Oranmore St - Stanton Ave,23:00 - 06:00,STANTON AVE,Fixed,Stanton Heights,9,10,42003101800,2,10,5,3-7,40.48059626,-79.93478057
388,433363363,TS492,Pauline Ave - W Liberty Ave,24 Hr stop and go,W LIBERTY AVE,Fixed / Ped Actuated,Beechview,4,19,42003192000,5,19,6,4-26,40.40174845,-80.02217442
389,115917577,TS493,Penn Ave - 7th St,24 Hr stop and go,PENN AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44323848,-80.00026298
390,724061015,TS494,Penn Ave - Shady Ave,24 Hr stop and go,PENN AVE,Fully Actuated,Shadyside,8,7,42003111500,2,7,4,3-11,40.45981376,-79.92083348
391,849315938,TS495,Penn Ave - 16th St (OSM),24 Hr stop and go,PENN AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-3,40.44882448,-79.98750719
392,1868448111,TS496,Penn Ave - 6th St,24 Hr stop and go,PENN AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44274962,-80.00215282
393,407228916,TS497,Penn Ave - Stanwix St,24 Hr stop and go,PENN AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44222092,-80.00411724
394,183014806,TS498,Penn Ave - Tenth St,24 Hr stop and go,PENN AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44446444,-79.99561272
395,982547027,TS499,Penn Ave - 31st St,24 Hr stop and go,PENN AVE,Fixed,Strip District,7,6,42003020300,6,6,2,3-2,40.45980759,-79.97137701
396,1751436229,TS5,Aiken Ave - Friendship Ave,23:00 - 6:00,,Fixed,Bloomfield,7,8,42003080600,2,8,5,3-23,40.46190619,-79.93762711
397,1802655427,TS50,Atlantic Ave - Friendship Ave,23:00 - 06:00,FRIENDSHIP AVE,Fixed,Bloomfield,7,8,42003080600,2,8,5,3-23,40.46200445,-79.93895458
398,515948848,TS500,Penn Ave - 12th St,0:00-6:00,PENN AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-3,40.44577122,-79.99239141
399,306346190,TS501,Penn Ave - 28th St (OSM),24 Hr Stop And Go,PENN AVE,Fixed,Strip District,7,6,42003020300,6,6,2,2-25,40.45686595,-79.97561757
400,391153997,TS503,Penn Ave - 22nd St,24 Hr Stop And Go,PENN AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-25,40.45227157,-79.98228466
401,441037240,TS504,Penn Ave - 26th St,24 Hr Stop And Go,PENN AVE,Fixed,Strip District,7,2,42003020300,6,2,2,2-25,40.45491247,-79.97844811
402,484613315,TS505,Penn Ave - 30th St,24 Hr Stop And Go,PENN AVE,Fixed,Strip District,7,6,42003020300,6,6,2,3-2,40.45882361,-79.97278431
403,2034847747,TS506,Penn Ave - 32nd St,24 Hr Stop And Go,PENN AVE,Fixed,Strip District,7,6,42003020300,6,6,2,3-2,40.46077997,-79.9699522
404,278907631,TS507,Centre Ave - Penn Ave,24 Hr stop and go,CENTRE AVE,Semi Actuated,East Liberty,8,7,42003111500,2,7,4,3-8,40.4606639,-79.92272567
405,2066168143,TS508,Euclid Ave - Penn Ave,24 Hr stop and go,,Semi Actuated,East Liberty,9,11,42003111500,2,11,5,3-8,40.46251901,-79.92782556
406,1876425348,TS509,Phillips Ave - Shady Ave - Tilbury Ave,24 Hr stop and go,SHADY AVE,Fixed,Squirrel Hill South,5,14,42003140800,3,14,4,2-21,40.43230447,-79.91825545
407,1292633636,TS51,Atlantic Ave - Penn Ave,23:00 - 06:00,PENN AVE,Fixed,Bloomfield,7,10,42003080900,2,10,5,3-23,40.46456981,-79.93861094
408,1053879201,TS510,Phillips Ave - Wightman St,23:00 - 06:00,WIGHTMAN ST,Fixed,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43103037,-79.92749727
409,564680432,TS511,Pioneer Ave - Stetson St,24 Hr stop and go,PIONEER AVE,Fixed / Ped Actuated,Brookline,4,19,42003191700,5,19,6,4-26,40.4056453,-80.01503357
410,1741780708,TS512,Ellsworth Ave - Shady Ave,00:00 - 06:00,SHADY AVE,Fully Actuated,Shadyside,8,7,42003070800,2,7,4,3-11,40.45920146,-79.92207464
411,998352674,TS514,Ross St - Second Ave,24 Hr stop and go,ROSS ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43658907,-79.9971182
412,603591335,TS515,Sarah St - S 12th St,03:00 - 06:00,SARAH ST,Fixed,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42774644,-79.98636265
413,1984116311,TS516,Sarah St - S 20th St,03:00 - 06:00 Sun - Sat,SARAH ST,Fixed,South Side Flats,3,17,42003170200,3,17,3,4-24,40.4276767,-79.97773139
414,1479351755,TS517,Sarah St - S 22nd St,03:00 - 06:00 Sun - Sat,SARAH ST,Fixed,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42750202,-79.97473298
415,180737034,TS519,Sarah St - S 23rd St,03:00 - 06:00,SARAH ST,Fixed,South Side Flats,3,16,42003160900,3,16,3,4-24,40.42741386,-79.97313877
416,569863679,TS52,Atwood St - Bates St,00:00 - 06:00,BATES ST,Fixed,Central Oakland,3,4,42003040500,3,4,4,2-11,40.43812573,-79.95393221
417,1344463389,TS522,Saw Mill Run Blvd - Warrington Ave,24 Hr stop and go,SAW MILL RUN BLVD,Fully Actuated,Mount Washington,4,19,42003191500,5,19,3,4-28,40.41504308,-80.01138948
418,1842296611,TS523,Saw Mill Run Blvd - Whited St,24 Hr stop and go,SAW MILL RUN BLVD,Semi Actuated,Brookline,4,32,42003320600,5,32,6,4-25,40.39628567,-79.99819723
419,1305271765,TS524,Saw Mill Run Blvd - Woodruff St,24 Hr stop and go,SAW MILL RUN BLVD,Semi Actuated,Mount Washington,2,19,42003191400,5,19,3,4-1,40.42583287,-80.0198927
420,1383055199,TS526,Seventh Ave - Smithfield St,24 Hr stop and go,SMITHFIELD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44283845,-79.99684434
421,1449482414,TS527,Seventh Ave - William Penn Pl,24 Hr stop and go,SEVENTH AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44247733,-79.99582196
422,1169419580,TS528,Shady Ave - Walnut St,24 Hr stop and go,SHADY AVE,Fixed,Shadyside,8,7,42003070600,2,7,4,3-11,40.45586968,-79.92254876
423,1362229814,TS529,Shady Ave - Wilkins Ave,24 Hr stop and go,WILKINS AVE,Fixed,Point Breeze,8,14,42003140400,3,14,4,2-18,40.44385912,-79.92051591
424,842420919,TS53,Atwood St - Fifth Ave,24 Hr stop and go,FIFTH AVE,Fixed,West Oakland,3,4,42003040500,3,4,4,2-14,40.44177634,-79.95847194
425,1881972314,TS530,Shiloh St - Virginia Ave,23:00 - 06:00,VIRGINIA AVE,Fixed,Mount Washington,2,19,42003191400,5,19,3,4-27,40.42947386,-80.00733989
426,1982986125,TS531,Sixth Ave - Smithfield St,24 Hr stop and go,SMITHFIELD ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44146441,-79.99773478
427,993653062,TS532,Sixth Ave - William Penn Pl,24 Hr stop and go,SIXTH AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.4411131,-79.9967689
428,1571050793,TS533,Sixth Ave - Wood St,24 Hr stop and go,SIXTH AVE,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44210758,-79.99950152
429,157250934,TS538,Smithfield St - Third Ave,00:00 - 06:00,SMITHFIELD ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43821988,-79.99989118
430,419321724,TS539,Stanwix St - Third Ave,24 Hr stop and go,STANWIX ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.4400486,-80.00472299
431,305646355,TS54,Atwood St - Forbes Ave,24 Hr stop and go,FORBES AVE,Fixed,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44109818,-79.957629
432,1442572187,TS540,Third Ave - Wood St,24 Hr stop and go,WOOD ST,Fixed,Central Business District,6,1,42003020100,6,1,2,1-4,40.43888636,-80.00164022
433,908687903,TS541,Wightman St - Wilkins Ave,24 Hr stop and go,WILKINS AVE,Fixed,Squirrel Hill North,8,14,42003140200,3,14,4,2-8,40.44412923,-79.92792818
434,1918624202,TS542,Allegheny Ave - Reedsdale St,24 Hr stop and go,,Fully Actuated,North Shore,1,22,42003980600,6,22,1,1-8,40.44804494,-80.017829
435,1980726487,TS543,Greenfield Ave - Irvine St - Saline St,24 Hr stop and go,IRVINE ST,Fully Actuated,Hazelwood,5,15,42003562900,3,15,4,2-12,40.42488272,-79.95191128
436,781685585,TS544,Allegheny Ave - North Shore Dr,24 Hr stop and go,,Fixed / Ped Actuated,North Shore,1,21,42003980600,6,21,1,1-8,40.44680774,-80.01746618
437,446686173,TS548,General Robinson St - Mazeroski Way,24 Hr stop and go,GENERAL ROBINSON ST,Fully Actuated,North Shore,1,22,42003981200,6,22,1,1-7,40.44769384,-80.00767282
438,989089016,TS549,Lacock St - Reedsdale St - Mazeroski Way,24 Hr stop and go,,Fully Actuated,North Shore,1,22,42003981200,6,22,1,1-7,40.44834238,-80.00818655
439,1294005697,TS55,Auditorium- Retired,24 Hr Stop & Go,BEDFORD AVE,Fully Actuated,Central Business District,6,3,42003030500,6,3,2,2-4,40.44280671,-79.99097726
440,1316852736,TS550,Forbes Ave - Jumonville St,00:00 - 06:00,FORBES AVE,Fixed,Bluff,6,1,42003010300,3,1,2,2-1,40.43734699,-79.97773582
441,1775114305,TS551,Forbes Ave - Oakland Ave,24 Hr stop and go,FORBES AVE,Fixed,Central Oakland,3,4,42003040500,3,4,4,2-14,40.44157208,-79.9569738
442,694384663,TS552,Braddock Ave - Frankstown Ave,24 Hr stop and go,FRANKSTOWN AVE,Fixed,Homewood South,9,13,42003130400,2,13,5,3-17,40.45596563,-79.89002402
443,1920641743,TS553,Lebanon Rd - Mifflin Rd,24 Hr stop and go,MIFFLIN RD,Fully Actuated,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37961468,-79.9255102
444,232081543,TS554,Fifth Ave - Jumonville St,00:00 - 06:00,FIFTH AVE,Fixed,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.43824216,-79.9776679
445,359836640,TS555,Allequippa St - Centre Ave - University A Dr,24 Hr stop and go,CENTRE AVE,Fully Actuated,North Oakland,8,4,42003562000,3,4,4,2-22,40.44845708,-79.95847682
446,1733523558,TS557,Beaver Ave - Island Ave,23:00-6:00,BEAVER AVE,Fully Actuated,Chateau,6,27,42003980900,1,27,1,1-8,40.4620696,-80.03213431
447,1844638107,TS558,Doerrville Ave - Hillburn St - Mifflin Rd,24 Hr stop and go,MIFFLIN RD,Semi Actuated,New Homestead,5,31,42003310300,3,31,4,4-20,40.38329164,-79.93047302
448,203551117,TS559,Brookline Blvd - Merrick Ave - Whited St,24 Hr stop and go,BROOKLINE BLVD,Fixed,Brookline,4,19,42003320600,5,19,6,4-26,40.39216409,-80.01314024
449,1992239442,TS56,AUDITORIUM  CENTRE  MARIO_LEMIEUX,24 Hr Stop & Go,CENTRE AVE,Fixed,Central Business District,6,3,42003020100,6,3,2,2-4,40.44049464,-79.98928816
450,1294357818,TS560,Mansion St - Second Ave,23:00 - 06:00,SECOND AVE,Fixed,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40371976,-79.94231296
451,1177376251,TS561,Centre Ave - Herron Ave - Robinson St Ext,0:00-6:00,CENTRE AVE,Fixed,Middle Hill,6,5,42003050100,3,5,2,2-5,40.44878542,-79.96487367
452,988911897,TS562,Grant St - Strawberry Way,24 Hr stop and go,GRANT ST,Fixed,Central Business District,6,2,42003020100,6,2,2,1-3,40.44145635,-79.99543487
453,555635447,TS563,Butler St - One Wild Pl,24 Hr stop and go,WASHINGTON BLVD,Fully Actuated,Highland Park,7,11,42003980100,2,11,5,3-15,40.48734851,-79.91799216
454,371613703,TS564,California Ave - Marshall Ave,24 Hr stop and go,,Fully Actuated,California-Kirkbride,6,21,42003210700,1,21,1,1-9,40.46210894,-80.03073672
455,1406738155,TS566,Mckees Rocks Brg - Ohio River Bvld - Termon Ave,24 Hr stop and go,OHIO RIVER BLVD,Fully Actuated,Brighton Heights,1,27,42003980900,1,27,1,1-14,40.47886964,-80.04307996
456,1768913186,TS567,Chartiers Ave - Steuben St,24 Hr stop and go,,Fully Actuated,Elliott,2,20,42003562600,5,20,6,1-17,40.44120483,-80.03807003
457,1229660030,TS568,Obey Ave - Steuben St,24 Hr stop and go,STEUBEN ST,Fixed,Crafton Heights,2,28,42003281500,5,28,6,1-17,40.44300297,-80.05265945
458,386492862,TS569,Beechview Blvd - Crane Ave - Tropical Ave,24 Hr stop and go,CRANE AVE,Fixed,Beechview,4,19,42003191600,5,19,6,4-28,40.41706705,-80.02517945
459,580307551,TS57,Baker St - Butler St,24 Hr stop and go,BUTLER ST,Fully Actuated,Morningside,7,10,42003101400,2,10,5,3-7,40.4878503,-79.92007347
460,648862288,TS570,Crane Ave - Saw Mill Run Blvd,24 Hr stop and go,SAW MILL RUN BLVD,Fully Actuated,Mount Washington,4,19,42003191500,5,19,3,4-28,40.41704209,-80.01454084
461,118467825,TS571,Carson St - S 14th St,03:00 - 06:00 Sun - Sat,E CARSON ST,Fixed,South Side Flats,3,17,42003170200,3,17,3,4-24,40.42880721,-79.98414936
462,1307608314,TS572,Irvine St - Mobile St,23:00 - 06:00,IRVINE ST,Semi Actuated,Hazelwood,5,15,42003562900,3,15,4,2-13,40.4160256,-79.94673363
463,1580146304,TS573,Second Ave - Tecumseh St,23:00 - 06:00,SECOND AVE,Fixed,Hazelwood,5,15,42003562300,3,15,4,2-13,40.40857914,-79.94368359
464,1701363052,TS574,Beechview Ave - Broadway Ave - Hampshire Ave,24 Hr stop and go,,Fully Actuated,Beechview,4,19,42003192000,5,19,6,4-28,40.41057566,-80.02467592
